53	16
26	25
7	28
39	28
28	7
25	1
39	25
52	30
11	0
10	22
51	16
34	5
38	1
15	20
47	6
38	32
51	2
24	10
33	27
20	6
39	32
48	10
46	28
50	14
6	19
49	26
51	31
4	18
10	32
3	4
54	13
33	32
47	5
53	15
23	8
11	19
53	13
44	6
35	22
9	5
50	29
2	9
19	29
47	8
20	22
7	23
43	25
41	7
7	24
9	3
27	12
19	19
31	32
28	29
11	21
34	10
43	27
10	3
56	7
16	2
27	28
23	14
6	13
3	21
3	23
5	30
4	8
18	10
30	4
16	1
32	0
21	16
25	6
7	16
46	7
42	19
35	11
35	8
37	29
31	25
55	5
50	20
7	19
49	24
3	17
2	27
27	18
40	27
6	12
28	10
23	12
15	27
52	2
52	14
7	18
40	19
12	7
6	7
5	9
51	30
15	14
40	30
44	27
37	0
40	22
17	1
33	10
13	4
19	0
41	19
50	25
51	4
14	27
5	19
6	21
45	27
34	13
32	13
56	4
35	9
31	15
29	29
52	27
14	4
34	6
23	22
51	22
1	17
32	31
55	15
45	28
31	24
4	32
34	4
46	25
12	0
33	6
22	3
39	6
6	11
51	18
49	11
56	5
35	20
51	27
7	20
1	4
24	13
17	28
24	16
37	7
4	11
4	12
48	20
54	8
12	10
3	9
27	21
17	25
40	25
31	20
5	0
24	26
47	3
49	28
7	3
32	2
21	3
27	6
49	6
23	18
6	26
5	13
24	3
55	13
24	7
43	21
36	3
14	7
3	16
52	31
11	24
37	10
22	19
36	28
52	3
19	6
40	13
7	11
29	25
23	23
37	32
47	27
35	13
3	13
48	11
36	7
32	22
37	2
47	31
9	19
44	25
33	16
19	4
42	25
55	7
28	26
26	19
33	29
42	5
13	25
28	13
46	32
19	2
19	20
36	22
3	7
33	28
2	10
2	12
10	13
21	26
44	7
27	19
9	1
50	4
39	16
33	13
50	11
47	10
15	17
21	7
23	16
26	26
0	18
50	10
47	24
11	22
56	21
30	19
36	26
46	10
33	30
39	17
27	26
51	19
56	8
56	6
27	13
20	26
12	31
19	9
8	19
16	30
50	19
51	17
17	27
22	25
46	16
51	11
35	25
12	1
31	6
23	9
2	25
48	28
38	5
9	25
8	6
34	28
51	0
27	7
3	25
41	26
0	27
4	19
43	29
9	30
29	3
53	14
8	26
35	4
26	32
24	25
29	27
30	31
5	31
52	24
18	28
10	25
17	2
18	2
31	17
11	1
41	5
11	17
49	10
48	7
31	14
44	4
46	13
40	0
51	12
27	29
48	19
45	26
5	27
50	17
32	19
19	7
4	29
39	5
52	9
3	5
46	3
47	26
56	16
7	6
35	23
